topic_link,date,user_id,user_rank,heading,reply_flag,topic_mark,body,views,found_helpful,image_flag,cateogry,normal_date
https://community.ebay.com/t5/Weekly-Chat-with-eBay-Staff/Community-Chat-May-13-1-00-pm-PT-General-Topics/td-p/30935237/page/4,"May 13, 2020 2:51:01 PM",tyler@ebay,not appliable,"Community Chat, May 13 @ 1:00 pm PT - General Topics",1,This thread is read-only,"@my-cottage-books-and-antiques wrote:Please go here:https://pages.ebay.com/seller-center/seller-standards-update.htmlNote that the title mentions changes to the TRS Plus Badge. Yesterday, when I looked at this page, there was information about new requirements for free returns for TRS Plus qualifications.That whole section is no longer on the page.What gives?
Hi @my-cottage-books-and-antiques - I don't have an answer for you on this, but I've escalated and will update you as I hear back. Thanks!

	Tyler, Community Team",115 Views,0,0,Weekly-Chat-with-eBay-Staff,2020-05-13
https://community.ebay.com/t5/Mobile-App-Android/Not-showing-items-for-sale-from-sellers/td-p/30893988/jump-to/first-unread-message,"May 15, 2020 5:01:14 PM",mobile_app_help,not appliable,Not showing items for sale from sellers,1,This thread is solved,"@bros_rare_items @qualityledsusa @vinyljunky21 @eburtonlab 
 
Thanks for all the reports. This should be working better in the latest release.


View solution in original post",30 Views,1,0,Mobile-App-Android,2020-05-15
https://community.ebay.com/t5/Mobile-App-Android/Not-showing-items-for-sale-from-sellers/td-p/30893988/jump-to/first-unread-message,"May 15, 2020 5:18:24 PM",mohra_8951,not appliable,Not showing items for sale from sellers,1,This thread is solved,So what I can what can I do because the red iPhone 7 is not working with his iCloud on it so please do something because I can’t use phone has iCloud and they told me to unlock does this come for you know it’s not good you don’t have to stand people like that when the cylinder that products do you need to sell very success and happiness not making every customer like sad or mad or angry,21 Views,0,0,Mobile-App-Android,2020-05-15
https://community.ebay.com/t5/Getting-Started/Scam/td-p/30939762/jump-to/first-unread-message,"May 13, 2020 11:45:18 PM",gkostaa,Pathfinder,Scam,0,,Hey guys. I’m pretty devastated cause I believe a lost my money and the eBay service wouldn’t just tell me that clearly. I bought a Mac using money transfer I think it’s all you need to know the guy is not contacting me I requested a return nothing everything’s going to hell u don’t have he item yet but his Trent feedback is full with negative ones so I did the return as fast as possible. Now am I doomed?,82 Views,0,0,Getting-Started,2020-05-13
https://community.ebay.com/t5/Mobile-App-Android/Not-showing-items-for-sale-from-sellers/td-p/30893988/jump-to/first-unread-message,"May 15, 2020 6:28:31 PM",qualityledsusa,not appliable,Not showing items for sale from sellers,1,This thread is solved,"What I am doing meanwhile is, save the seller them go to save sellers and there you can see all the items from this seller.",6 Views,0,0,Mobile-App-Android,2020-05-15
https://community.ebay.com/t5/Tools-Apps/File-Exchange-Limit-Increase-Requests-Here/td-p/30492816/page/3,"May 15, 2020 1:01:58 AM",babypuppy2004,not appliable,File Exchange Limit Increase Requests Here,1,,"I would like to increase my file exchange limits, thank you",10 Views,0,0,Tools-Apps,2020-05-15
https://community.ebay.com/t5/Jewelry/Need-Help-with-Marks-Stamp-on-Ring/td-p/30940291/jump-to/first-unread-message,"May 14, 2020 7:06:40 AM",madelinboye0,Adventurer,Need Help with Marks/Stamp on Ring,0,,"Hello Not too familiar with the stamps/hallmark found on this ring.Ring is on thick side..Is this Silver? Any help is appreciated!I've looked through my Silver Hallmark Guide book, there is a lot to go through and have had no luck so far.",56 Views,0,1,Jewelry,2020-05-14
https://community.ebay.com/t5/Buying-Selling-Basics/seller-info/td-p/30940134/jump-to/first-unread-message,"May 14, 2020 6:03:44 AM",leonarmille_20,Pathfinder,seller info,0,,is there any way to ask anyone about the legitimacy of a seller i just made a purchase that i am now concerned about,66 Views,0,0,Buying-Selling-Basics,2020-05-14
https://community.ebay.com/t5/Technical-Issues/Unable-to-delete-listing-templates/td-p/30944467/jump-to/first-unread-message,"May 15, 2020 4:41:14 PM",rebell45,not appliable,Unable to delete listing templates,1,,"Clear you cache and delete your cookies, or try it in a different browser. If your using the app on a phone try deleting and reloading the app.",11 Views,0,0,Technical-Issues,2020-05-15
https://community.ebay.com/t5/Collectibles-Art/4-vtg-clown-oil-paintings-with-unknown-signature-Please-help/td-p/30944640/jump-to/first-unread-message,"May 15, 2020 6:13:42 PM",maxine*j,not appliable,4 vtg clown oil paintings with unknown signature. Please help,1,,"@argon38 wrote:There seems to have been a Filipino artist active around that time by the name of F. Arcega That seems so unlikely to me.  Are you basing it on the signatures?   I can't really see any of them -- on OP's or on the two you link to -- well to make the comparison myself.   I'll take you word for it if you see a match, though.",60 Views,0,0,Collectibles-Art,2020-05-15
https://community.ebay.com/t5/Collectibles-Art/4-vtg-clown-oil-paintings-with-unknown-signature-Please-help/td-p/30944640/jump-to/first-unread-message,"May 15, 2020 6:13:42 PM",myjunkmightbeurtreasure,not appliable,4 vtg clown oil paintings with unknown signature. Please help,1,,Thank you very much. It sure is. Would have never made out that signature without your help.,60 Views,0,0,Collectibles-Art,2020-05-15
https://community.ebay.com/t5/My-Account/archive-old-orders/td-p/30941564/jump-to/first-unread-message,"May 14, 2020 3:07:02 PM",barbaramolsen10,Pathfinder,archive old orders,0,This thread is solved,"I purchased a doll house over 5 years ago and I would like to get the name of the lady who sold it to me so I can see if she has more.  Doesn't Ebay have an Archive for old purchases.



					
						Solved!
					
					Go to Solution.",57 Views,0,0,My-Account,2020-05-14
https://community.ebay.com/t5/Collectibles-Art/4-vtg-clown-oil-paintings-with-unknown-signature-Please-help/td-p/30944640/jump-to/first-unread-message,"May 15, 2020 7:09:01 PM",sonomabarn67,not appliable,4 vtg clown oil paintings with unknown signature. Please help,1,,"I think that's the right sig, and I'm not clowning around!",45 Views,2,0,Collectibles-Art,2020-05-15
https://community.ebay.com/t5/Collectibles-Art/4-vtg-clown-oil-paintings-with-unknown-signature-Please-help/td-p/30944640/jump-to/first-unread-message,"May 15, 2020 7:19:42 PM",myjunkmightbeurtreasure,not appliable,4 vtg clown oil paintings with unknown signature. Please help,1,,After this nice person gave me the signature name I googled it and found a painting by him with the same signature. So this was correct.,43 Views,0,0,Collectibles-Art,2020-05-15
https://community.ebay.com/t5/Collectibles-Art/4-vtg-clown-oil-paintings-with-unknown-signature-Please-help/td-p/30944640/jump-to/first-unread-message,"May 15, 2020 7:21:28 PM",myjunkmightbeurtreasure,not appliable,4 vtg clown oil paintings with unknown signature. Please help,1,,lol🤡,41 Views,1,0,Collectibles-Art,2020-05-15
https://community.ebay.com/t5/Collectibles-Art/4-vtg-clown-oil-paintings-with-unknown-signature-Please-help/td-p/30944640/jump-to/first-unread-message,"May 15, 2020 7:49:15 PM",sonomabarn67,not appliable,4 vtg clown oil paintings with unknown signature. Please help,1,,We all need a bit of humor right about now.,32 Views,1,0,Collectibles-Art,2020-05-15
https://community.ebay.com/t5/Collectibles-Art/4-vtg-clown-oil-paintings-with-unknown-signature-Please-help/td-p/30944640/jump-to/first-unread-message,"May 15, 2020 8:50:33 PM",myjunkmightbeurtreasure,not appliable,4 vtg clown oil paintings with unknown signature. Please help,1,,👍👍👍 for sure,20 Views,0,0,Collectibles-Art,2020-05-15
https://community.ebay.com/t5/Seller-Hub/unpaid-items/td-p/30941793/jump-to/first-unread-message,"May 14, 2020 4:18:02 PM",fab_finds4u,not appliable,unpaid items,1,,eBay does not take their money right away.  You're given a few weeks to pay after you get an invoice. At least that's how it works with me.,103 Views,0,0,Seller-Hub,2020-05-14
https://community.ebay.com/t5/Seller-Hub/unpaid-items/td-p/30941793/jump-to/first-unread-message,"May 14, 2020 7:16:48 PM",jscar59,not appliable,unpaid items,1,,"The original poster is correct that he is charged on his ""invoice"" for the month then has to chase the refund. A simple fix for this is eBay should have the bidder at time of bidding if the bidder is ""high bidder"" secure the payment source if the bid results in the actual sale. I.E bidding ends and bidder won, account charged.",78 Views,1,0,Seller-Hub,2020-05-14
https://community.ebay.com/t5/Starting-an-eBay-Business/Business-on-Ebay-with-an-LLC/td-p/30931461/jump-to/first-unread-message,"May 13, 2020 12:23:13 AM",never*land*,not appliable,Business on Ebay with an LLC,1,,"dear Bob,thanks for explaining all to me. An eye opener.I will start bit by bit.Wish you good luck and good health",33 Views,0,0,Starting-an-eBay-Business,2020-05-13
https://community.ebay.com/t5/Seller-Hub/unpaid-items/td-p/30941793/jump-to/first-unread-message,"May 15, 2020 9:49:24 AM",jscar59,not appliable,unpaid items,1,,"One reason I don't use auctions, You want it? BIN and pay.",31 Views,0,0,Seller-Hub,2020-05-15
https://community.ebay.com/t5/Seller-Hub/unpaid-items/td-p/30941793/jump-to/first-unread-message,"May 15, 2020 12:04:33 PM",tommystrezures,not appliable,unpaid items,1,,"We have been lucky of lately with our auctions with this problem, although we have been in your situation many times before. We have found that going to the tab on your seller hub block bidders and setting up your settings for people you want to bid has helped, as we found that many of these non payers were people with only 1 or 2 feedback, also if you set the setting (I can't remember the exact wording) with regards to unpaid items over a certain period eg 2 unpaid items over 12 months this may help. Finally if you have any worries about a bidder then especially if they don't reply to an initial ""thank you for your purchase last night can you advise when you will pay type of message"" we will open the case against them after 48 hours, before going to second best bidder on the item - it saves a week of having to relist etc. Hope this helps.",23 Views,0,0,Seller-Hub,2020-05-15
https://community.ebay.com/t5/Buying/I-believe-someone-is-scamming-advice/td-p/30944331/jump-to/first-unread-message,"May 15, 2020 2:28:33 PM",esterhammerfic16,Enthusiast,"I believe someone is scamming, advice?",0,,"Hi everyone,I was shopping for a particular art book. Knowing that a miniature version is also published, I was careful to check the page count, page size, and look for differences in the cover layout (the small version has the text closer together).I purchased a book described as the larger version, but was shipped the miniature version anyway: in other words the page count/size/photo were lies. And this seller is selling multiple copies of this item, so I worry that other people are being misled as well. I calmly told them that it is not the item in the description, and haven't heard back yet: What is the best course of action? Thanks!Augustine",73 Views,0,0,Buying,2020-05-15
https://community.ebay.com/t5/Getting-Started/Scam/td-p/30939762/jump-to/first-unread-message,"May 14, 2020 12:52:38 AM",tdumonde2014,not appliable,Scam,1,,"We do not use Bank Transfers on ebay.com. Return to the ebay site where you purchased the item and check their rules and/or ask your question on their forum.

	""Those who enter the arena unarmed or unprepared are quickly dispatched.""",64 Views,1,0,Getting-Started,2020-05-14
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 14, 2020 1:42:33 PM",mcdougle4248,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"@go-bad-chicken wrote:@mcdougle4248 wrote:Just received this email.  Very disappointed is all I can say right now, as anything else would not be appropriate for the boards and just get me in trouble.I crossed my fingers for those of you who are already in MP. But unfortunately this is eBay and they want all the extra money that their new Simplified Fee structure is going to be taking from sellers. Thank you, I was crossing my fingers and toes, too!  I try have a glass half full attitude...so at least I had some savings from September 2019 thru July 2020.",296 Views,3,0,Payments,2020-05-14
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 14, 2020 4:57:05 PM",bebe-1153,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"@mcdougle4248 wrote:Thank you, I was crossing my fingers and toes, too!And thankfully, glass half-full, they're not calling you Hop-Along any more.",251 Views,1,0,Payments,2020-05-14
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 14, 2020 5:07:54 PM",mtgraves7984,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"@mcdougle4248""... and just get me in trouble.""I got that note from the Principal, too. I'll save you a desk in the back row beside me.",244 Views,1,0,Payments,2020-05-14
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 14, 2020 5:18:01 PM",threshold.sales.group,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"That's a real drag for the early adapters. Once they went to the higher FVF fee and immediate FVF deduction program starting in July there realistically was little chance anyone was going to spared from the pain.  Fwiw, you know the good news pickings are pretty slim when the 20% discount to Quickbooks gets hyped. Just saying.",241 Views,2,0,Payments,2020-05-14
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 14, 2020 5:50:02 PM",mcdougle4248,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"@mtgraves7984 wrote:@mcdougle4248""... and just get me in trouble.""I got that note from the Principal, too. I'll save you a desk in the back row beside me.Cool, thanks!",223 Views,1,0,Payments,2020-05-14
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 14, 2020 10:44:04 PM",timeforshop,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"The increased final value fee will also apply to sales tax. We will actually pay more fees by Managed Payments!Think about the new 12.35% FVF (for most categories) charge from tax instead of 2.9% Paypal fee charge. So, basically ebay just move numbers around to fool us in order to charge more money from us! This will also force sellers not to use Paypal because no one wants to pay additional 2.9% PP fee after already being charged HIGH final value fee, that would be like charged fee for twice. This is a perfect way for ebay to take over Paypal's business. Double win for ebay but bad for sellers especially during COVID-19!",189 Views,1,0,Payments,2020-05-14
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 15, 2020 5:38:55 AM",mcdougle4248,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"@timeforshop wrote:The increased final value fee will also apply to sales tax. We will actually pay more fees by Managed Payments!Think about the new 12.35% FVF (for most categories) charge from tax instead of 2.9% Paypal fee charge. So, basically ebay just move numbers around to fool us in order to charge more money from us! This will also force sellers not to use Paypal because no one wants to pay additional 2.9% PP fee after already being charged HIGH final value fee, that would be like charged fee for twice. This is a perfect way for ebay to take over Paypal's business. Double win for ebay but bad for sellers especially during COVID-19!You are correct that the new fee structure for MP will include paying more in fees on the sales tax collected by eBay.  Although sellers will no longer have PayPal processing their payments, buyers will still be able to pay using PayPal if they want.  Sellers will not incur a fee from PayPal when a buyer pays using PayPal.  The only fee charged for the payment processing will come from MP.",174 Views,0,0,Payments,2020-05-15
https://community.ebay.com/t5/Mobile-App-iOS/DARK-MODE-FOR-EBAY-IOS-APP/td-p/30646488/jump-to/first-unread-message,"May 14, 2020 5:32:26 PM",waxy786112,not appliable,DARK MODE FOR EBAY IOS APP,1,,"Ebay have been ""looking into this"" for 3 years, the idiots are tlsokg their time. Useless noobs",91 Views,0,0,Mobile-App-iOS,2020-05-14
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 15, 2020 6:39:05 AM",mcdougle4248,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,@magsmg101 wrote:WOW! that is a pretty crummy move even by ebays already low standards.Yes it is!,158 Views,1,0,Payments,2020-05-15
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 15, 2020 9:46:42 AM",timeforshop,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"Ebay states that sellers will still able to offer Paypal as one of the payment option. If a buyer paid via Paypal, that means this buyer did not use MP. Ebay will still charge the new 12.35% FVF (for most categories and also apply on tax) but not $0.30 MP flat fee, and Paypal will still charge the 2.9%+0.30 fees from the total which means the seller will pay much more fees if continue use Paypal.",136 Views,0,0,Payments,2020-05-15
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 15, 2020 9:56:35 AM",buyselljack2016,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"WRONG. Buyer using PP pays eBay, not you, so no fee double dipping.",131 Views,0,0,Payments,2020-05-15
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 15, 2020 10:36:43 AM",mcdougle4248,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"@timeforshop wrote:Ebay states that sellers will still able to offer Paypal as one of the payment option. If a buyer paid via Paypal, that means this buyer did not use MP. Ebay will still charge the new 12.35% FVF (for most categories and also apply on tax) but not $0.30 MP flat fee, and Paypal will still charge the 2.9%+0.30 fees from the total which means the seller will pay much more fees if continue use Paypal.Once you are enrolled in MP all of the sales you have will be processed through MP.  The MP fees are outlined herehttps://www.ebay.com/help/selling/fees-credits-invoices/selling-fees?id=4822and here if you have a store https://www.ebay.com/help/selling/selling-fees/store-fees?id=4809The fees you see in the links above are not influenced at all by the accepted method of payment from the buyer.",121 Views,1,0,Payments,2020-05-15
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 15, 2020 12:28:19 PM",bebe-1153,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"@timeforshop wrote:Ebay states that sellers will still able to offer Paypal as one of the payment option. If a buyer paid via Paypal, that means this buyer did not use MP. Ebay will still charge the new 12.35% FVF (for most categories and also apply on tax) but not $0.30 MP flat fee, and Paypal will still charge the 2.9%+0.30 fees from the total which means the seller will pay much more fees if continue use Paypal.Thank you for finally making it clear how eBay accepts PayPal* payments on behalf of MP sellers. Managed Payments is unable to manage taking PayPal payments, so buyers choosing to pay with PayPal will see that they are paying the eBay account ""eBay, Inc."" at PayPal instead. Unless there is a sweetheart deal,- PayPal will then take 2.9% + 30 cents from eBay.- eBay in turn takes 2.35% + 30 cents from the MP seller. And now for your revelation: eBay is already charging the seller another 10% in most categories. So eBay just takes a slight loss for offering PayPal* on MP. *And probably GooglePal and ApplePal as well. Anybody: Are you paying ""eBay, Inc."" instead when you choose these 2 payment methods to an MP seller?",100 Views,0,0,Payments,2020-05-15
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 15, 2020 1:14:22 PM",mcdougle4248,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"@bebe-1153 wrote:@timeforshop wrote:Ebay states that sellers will still able to offer Paypal as one of the payment option. If a buyer paid via Paypal, that means this buyer did not use MP. Ebay will still charge the new 12.35% FVF (for most categories and also apply on tax) but not $0.30 MP flat fee, and Paypal will still charge the 2.9%+0.30 fees from the total which means the seller will pay much more fees if continue use Paypal.Thank you for finally making it clear how eBay accepts PayPal* payments on behalf of MP sellers. Managed Payments is unable to manage taking PayPal payments, so buyers choosing to pay with PayPal will see that they are paying the eBay account ""eBay, Inc."" at PayPal instead. Unless there is a sweetheart deal,- PayPal will then take 2.9% + 30 cents from eBay.- eBay in turn takes 2.35% + 30 cents from the MP seller. And now for your revelation: eBay is already charging the seller another 10% in most categories. So eBay just takes a slight loss for offering PayPal* on MP. *And probably GooglePal and ApplePal as well. Anybody: Are you paying ""eBay, Inc."" instead when you choose these 2 payment methods to an MP seller?Please share where you found the info regarding eBay paying PayPal 2.9% + 30 cents when a buyer chooses to pay with PayPal.  Or are you assuming this because that amount is what sellers are charged now when using PayPal as their payment processor?",84 Views,1,0,Payments,2020-05-15
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 15, 2020 1:42:19 PM",timeforshop,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"Thanks for the information. eBay states ""your final value fees will be automatically deducted from your sales, and the remaining balance will be paid out to your bank account. "" This will cause me lose more money beside fee increase because currently ebay bill us the FVF in the invoice and I pay via credit card that linked with ebay. I earn 2% credit card reward when use it, but the new FVF with MP will make it impossible to earn the 2% ;(",77 Views,2,0,Payments,2020-05-15
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 15, 2020 1:57:39 PM",mcdougle4248,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"@timeforshop wrote:Thanks for the information. eBay states ""your final value fees will be automatically deducted from your sales, and the remaining balance will be paid out to your bank account. "" This will cause me lose more money beside fee increase because currently ebay bill us the FVF in the invoice and I pay via credit card that linked with ebay. I earn 2% credit card reward when use it, but the new FVF with MP will make it impossible to earn the 2% ;(I agree, I am in the same boat.  I pay my invoice now with my credit card to get the cash back rewards.  I will be losing the credit card rewards, plus paying (based on last months figures) 19% more eBay fees, when the new fee structure starts in July.  Ouch 😩",72 Views,1,0,Payments,2020-05-15
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 15, 2020 4:57:54 PM",threeinchgoldenlotus,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"No, ebay won't loss anything by takes 2.35% + 30 cents from the MP seller. Don't forget ebay will charge 12.35% final value fee from sales tax but Paypal only charge 2.9%. We'll lose money form this number difference.",46 Views,0,0,Payments,2020-05-15
https://community.ebay.com/t5/Payments/The-Decision-Has-Been-Made-No-Grandfathering-MP-Fees/td-p/30941290/jump-to/first-unread-message,"May 15, 2020 9:13:06 PM",magsmg101,not appliable,The Decision Has Been Made-No Grandfathering MP Fees,1,,"……..General reply and a Rant ….Sorry folks………….This is all so disheartening and frankly unnecessary, if only ebay would be / could be, more transparent regarding their future plans with their customer, seller, base.Who is steering this ship? They want to sell this scheme to sellers? At least make it palatable and profitable for the seller.I am not in this round of sign-ups but I am well prepared for whenEbay gives me the “futile to resist“ letter.Thank you to all the many contributors sharing their insight to numerous threads on this Managed payments for sellers topic. I think at this point I have read them all and appreciate all of you.I did have a chat with my accountant today…Apparently this all legal and above board (that figures, since ebay pays huge sums of money for their lawyers to put on their diaper on at the beginning of the day. And they can (per TOS we all signed) change any contract they see fit, with advance notice to users.Is it ethical? THAT is a topic for another discussion that ebay most likely will not participate in either.I am sorry. I do not write much, and sometimes do not get the nuances of other posters messages BUT I am seriously ticked at the moment.",15 Views,1,0,Payments,2020-05-15
https://community.ebay.com/t5/Selling/Seller-Standards-Update-New-seller-evaluation-timeline-amp-Top/td-p/30936098/jump-to/first-unread-message,"May 13, 2020 3:42:15 AM",bar-29368,not appliable,Seller Standards Update: New seller evaluation timeline & Top Rated Plus badge changes,1,,"@dolcetreasures wrote:Your evaluation period will now be based off your sales every 30 days. Your consequence will be the result of the previous months 30 days. In other words, the have devised a scheme to push more sellers into the red area so they can assess their sub-performance standards charge of 5%. They’ve also made it more difficult to get that extra 10% discount for Top Rated Plus by requiring free returns on shipping for international sales. Winner winner",326 Views,0,0,Selling,2020-05-13
https://community.ebay.com/t5/Selling/Seller-Standards-Update-New-seller-evaluation-timeline-amp-Top/td-p/30936098/jump-to/first-unread-message,"May 13, 2020 12:11:22 PM",mam98031,not appliable,Seller Standards Update: New seller evaluation timeline & Top Rated Plus badge changes,1,,"@bar-29368 wrote:@dolcetreasures wrote:Your evaluation period will now be based off your sales every 30 days. Your consequence will be the result of the previous months 30 days. In other words, the have devised a scheme to push more sellers into the red area so they can assess their sub-performance standards charge of 5%. They’ve also made it more difficult to get that extra 10% discount for Top Rated Plus by requiring free returns on shipping for international sales. Winner winnerThat is NOT what the email says.  I posted it above. It also makes getting the TRS discount anymore difficult than it is today.   @bar-29368",281 Views,0,0,Selling,2020-05-13
https://community.ebay.com/t5/Selling/Seller-Standards-Update-New-seller-evaluation-timeline-amp-Top/td-p/30936098/jump-to/first-unread-message,"May 13, 2020 2:07:26 PM",chapeau-noir,not appliable,Seller Standards Update: New seller evaluation timeline & Top Rated Plus badge changes,1,,"@dolcetreasures wrote:Your evaluation period will now be based off your sales every 30 days. Your consequence will be the result of the previous months 30 days. In other words, the have devised a scheme to push more sellers into the red area so they can assess their sub-performance standards charge of 5%. They’ve also made it more difficult to get that extra 10% discount for Top Rated Plus by requiring free returns on shipping for international sales. My understanding is that is for just if the item is not in the same location as the seller - i.e., seller in US and item in Hong Kong, say.  Not for sellers with their items in the same country location.

No pants, just ashes.",264 Views,1,0,Selling,2020-05-13
https://community.ebay.com/t5/Selling/Seller-Standards-Update-New-seller-evaluation-timeline-amp-Top/td-p/30936098/jump-to/first-unread-message,"May 13, 2020 3:02:07 PM",mam98031,not appliable,Seller Standards Update: New seller evaluation timeline & Top Rated Plus badge changes,1,,"******************************General Comment*********************** If you aren't TRS in those other countries [which can be seen on your Seller Dashboard], you don't get the TRS discount even when they purchase from a TRS+ listings.  US  TRS sellers only get the discount on US buyers purchasing from one of their TRS+ listings. The regions on the Dashboard are:USAUK, IrelandGermany, Austria, SwitzerlandGlobal You can change your Seller Dashboard to any one of those regions to see if you qualify for TRS in those regions.",254 Views,0,0,Selling,2020-05-13
https://community.ebay.com/t5/Selling/Seller-Standards-Update-New-seller-evaluation-timeline-amp-Top/td-p/30936098/jump-to/first-unread-message,"May 13, 2020 6:48:58 PM",bbravo65,not appliable,Seller Standards Update: New seller evaluation timeline & Top Rated Plus badge changes,1,,...still too dumb to understand...(sigh...😕) ...can everything be as simple as it could...??? ...oh Lord...!!!🙄,224 Views,1,0,Selling,2020-05-13
https://community.ebay.com/t5/Selling/Seller-Standards-Update-New-seller-evaluation-timeline-amp-Top/td-p/30936098/jump-to/first-unread-message,"May 13, 2020 6:58:55 PM",cynthealee2,not appliable,Seller Standards Update: New seller evaluation timeline & Top Rated Plus badge changes,1,,"@mam98031 wrote:@cynthealee2 wrote:What is ""Service Metrics""?The Service Metrics is a completely different thing.  And a crazy policy IMHO. https://www.ebay.com/help/policies/selling-policies/seller-performance-policy/service-metrics-policy...OK... so in theory if I had any of these it would be on my Dashboard some where right? And what confuses me is the ones where the PO bent the daylights out of the stupid things, they opened cases, and I flat out refunded them aren't showing there at all... so I'm still trying to figure out what they are counting... maybe they timed out before I got around to checking the dashboard???? See I knew better than to ""check out"" for an entire year on eBay.... I miss so much stuff when I do that LOL.

	I hate photobucket right now... PS Answers given years ago may or may not be current now, please check with current posters to the boards to see if the information is still relevant.",218 Views,0,0,Selling,2020-05-13
https://community.ebay.com/t5/Buying-Selling-Basics/seller-info/td-p/30940134/jump-to/first-unread-message,"May 14, 2020 9:12:31 AM",leonarmille_20,not appliable,seller info,1,,what do i do when i have made the purchase already i tried to cancel but according to ebay policy it was past the 1 hr limit,36 Views,0,0,Buying-Selling-Basics,2020-05-14
https://community.ebay.com/t5/Selling/Seller-Standards-Update-New-seller-evaluation-timeline-amp-Top/td-p/30936098/jump-to/first-unread-message,"May 13, 2020 7:02:26 PM",cynthealee2,not appliable,Seller Standards Update: New seller evaluation timeline & Top Rated Plus badge changes,1,,"@bbravo65 wrote:...still too dumb to understand...(sigh...😕) ...can everything be as simple as it could...??? ...oh Lord...!!!🙄I'm with you... I figure as long as my line is green on the dashboard I'm ok... and since I fall in and out of TRS none of this really matters to me... Wish I drank... I'm betting most of the new ""updates"" would make more sense that way.  🙄

	I hate photobucket right now... PS Answers given years ago may or may not be current now, please check with current posters to the boards to see if the information is still relevant.",216 Views,1,0,Selling,2020-05-13
